Runs,best_params_,category,drop_text__accept_sparse,drop_text__func,drop_text__inv_kw_args,drop_text__inverse_func,drop_text__kw_args,drop_text__pass_y,drop_text__validate,encode__default,encode__df_out,encode__features_category,encode__input_df,encode__sparse,folds,forest__bootstrap,forest__class_weight,forest__criterion,forest__max_depth,forest__max_features,forest__max_leaf_nodes,forest__min_impurity_decrease,forest__min_impurity_split,forest__min_samples_leaf,forest__min_samples_split,forest__min_weight_fraction_leaf,forest__n_estimators,forest__n_jobs,forest__oob_score,forest__random_state,forest__verbose,forest__warm_start,param_grid,score_accuracy_test_mean,score_accuracy_test_std,score_accuracy_train_mean,score_accuracy_train_std,score_f1_weighted_test_mean,score_f1_weighted_test_std,score_f1_weighted_train_mean,score_f1_weighted_train_std,score_precision_weighted_test_mean,score_precision_weighted_test_std,score_precision_weighted_train_mean,score_precision_weighted_train_std,score_recall_weighted_test_mean,score_recall_weighted_test_std,score_recall_weighted_train_mean,score_recall_weighted_train_std,step_1_est,step_1_name,step_2_est,step_2_name,step_3_est,step_3_name,step_4_est,step_4_name,time_fit_mean,time_fit_std,time_score_mean,time_score_std,gradient__criterion,gradient__init,gradient__learning_rate,gradient__loss,gradient__max_depth,gradient__max_features,gradient__max_leaf_nodes,gradient__min_impurity_decrease,gradient__min_impurity_split,gradient__min_samples_leaf,gradient__min_samples_split,gradient__min_weight_fraction_leaf,gradient__n_estimators,gradient__presort,gradient__random_state,gradient__subsample,gradient__verbose,gradient__warm_start
45,"{'gradient__learning_rate': 0.001, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 150}",HEALTH & FITNESS,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.3924050632911392,0.04099943108226048,0.9941848264119636,0.0018702701553841784,0.39020204303095146,0.043009588156452935,0.9941920799219441,0.001867149264048006,0.3955099169405048,0.04504282871878795,0.994218020680842,0.001860565262158987,0.3924050632911392,0.04099943108226048,0.9941848264119636,0.0018702701553841784,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,27.05932261943817,0.2386198278937125,4.817214751243592,0.2593117974743844,friedman_mse,None,0.001,deviance,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,150.0,auto,None,1.0,0.0,False
46,"{'forest__criterion': 'gini', 'forest__max_depth': 3, 'forest__max_features': 'sqrt', 'forest__n_estimators': 100, 'forest__warm_start': True}",COMMUNICATION,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,3.0,sqrt,None,0.0,None,1.0,2.0,0.0,100.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.3521594684385382,0.06884059706170416,0.9388853105709536,0.016200873629730345,0.34927743400307,0.07161192093624881,0.9387512036277676,0.016576619603648046,0.4031589767159501,0.08298346833033356,0.9479509261890234,0.011342757647656543,0.3521594684385382,0.06884059706170416,0.9388853105709536,0.016200873629730345,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,12.679373860359194,0.22817862584840856,2.2173101663589483,0.2276182499964613,,,,,,,,,,,,,,,,,,
47,"{'gradient__learning_rate': 1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 50}",COMMUNICATION,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.3554817275747508,0.0641611221099822,1.0,0.0,0.35475912896192546,0.061204541834741125,1.0,0.0,0.3761513996941828,0.05809457734362989,1.0,0.0,0.3554817275747508,0.0641611221099822,1.0,0.0,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,12.677541255950928,0.21768066822397306,2.184672784805298,0.22572084554404065,friedman_mse,None,1.0,deviance,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,50.0,auto,None,1.0,0.0,False
48,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 100, 'forest__warm_start': True}",MUSIC & AUDIO,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,100.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.5668662674650699,0.0531008744300428,0.9334653563483768,0.008668774416444166,0.5660421651693877,0.049727350723158134,0.9293336688507724,0.010073197381949887,0.5981833205260384,0.061160295050861235,0.9386359133954296,0.007347180938733016,0.5668662674650699,0.0531008744300428,0.9334653563483768,0.008668774416444166,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,25.770387673377986,0.2914577959906979,4.570001196861266,0.33408518083101685,,,,,,,,,,,,,,,,,,
49,"{'gradient__learning_rate': 0.001, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 150}",MUSIC & AUDIO,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5755156353958749,0.052388609919744505,0.9678401244037488,0.0030385328699142947,0.5712817014656391,0.05102688386976746,0.967214794992406,0.003199454820211199,0.5852601631774601,0.04988760263302221,0.9678348406272359,0.003084927039516432,0.5755156353958749,0.052388609919744505,0.9678401244037488,0.0030385328699142947,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,26.86507873535157,0.25691446949708785,4.545255589485168,0.33744853734085284,friedman_mse,None,0.001,deviance,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,150.0,auto,None,1.0,0.0,False
50,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 5, 'forest__warm_start': False}",PHOTOGRAPHY,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,5.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.3946957878315133,0.04771322147712873,0.9994791635324208,0.0007955942596006244,0.3787397666515132,0.04638431262235046,0.9994790949671908,0.0007957000536482393,0.39147973047023865,0.04542317625001208,0.9994820102064692,0.000791248085872147,0.3946957878315133,0.04771322147712873,0.9994791635324208,0.0007955942596006244,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,13.109572505950927,0.2510415581970561,2.237759017944336,0.3658688446549722,,,,,,,,,,,,,,,,,,
51,"{'gradient__learning_rate': 0.001, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': None, 'gradient__n_estimators': 100}",PHOTOGRAPHY,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.3962558502340094,0.044596703317992516,0.9991316372792428,0.0008683683680903077,0.3810351129438772,0.04558780154110319,0.999131565420703,0.000868439151745416,0.3942606857457399,0.05021195131879942,0.999136470269254,0.0008635334174858178,0.3962558502340094,0.044596703317992516,0.9991316372792428,0.0008683683680903077,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,13.389451694488525,0.23798737447804755,2.2374343872070312,0.3675155171462993,friedman_mse,None,0.001,deviance,3.0,None,None,0.0,None,1.0,2.0,0.0,100.0,auto,None,1.0,0.0,False
52,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 75, 'forest__warm_start': False}",MAPS & NAVIGATION,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,75.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.520891364902507,0.09071715921121884,0.9829890988964662,0.012516039574750329,0.5203168793156424,0.09316899679778566,0.982880730860976,0.012659871209411377,0.5586718343015936,0.10136955970695148,0.9844090316782456,0.010988419432896298,0.520891364902507,0.09071715921121884,0.9829890988964662,0.012516039574750329,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,9.918426728248596,0.1837105954374455,1.6513309478759766,0.2231123141900829,,,,,,,,,,,,,,,,,,
53,"{'gradient__learning_rate': 1, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': None, 'gradient__n_estimators': 10}",MAPS & NAVIGATION,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5181058495821727,0.10195387538412336,1.0,0.0,0.5199478362203032,0.10287601418130116,1.0,0.0,0.5582246585318845,0.11135413031247353,1.0,0.0,0.5181058495821727,0.10195387538412336,1.0,0.0,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,9.831199216842652,0.18046499454663809,1.6270888566970825,0.22356528690973249,friedman_mse,None,1.0,deviance,3.0,None,None,0.0,None,1.0,2.0,0.0,10.0,auto,None,1.0,0.0,False
54,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 100, 'forest__warm_start': False}",PRODUCTIVITY,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,100.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.3520408163265306,0.035531172639951154,0.98987617540215,0.0016339056753294032,0.3508539079165501,0.03649568138876578,0.9899016164099552,0.0016246792494826964,0.3551695735902634,0.038082886630079006,0.9900416891842166,0.0015644728899559964,0.3520408163265306,0.035531172639951154,0.98987617540215,0.0016339056753294032,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,28.49205365180969,0.3861933346520781,5.0835224151611325,0.481449381531364,,,,,,,,,,,,,,,,,,
55,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': None, 'gradient__n_estimators': 50}",PRODUCTIVITY,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.35422740524781343,0.035226140419752555,1.0,0.0,0.3514906849999914,0.03638481223980115,1.0,0.0,0.3541961336935732,0.03711797443009861,1.0,0.0,0.35422740524781343,0.035226140419752555,1.0,0.0,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,28.889034843444826,0.3553389266085134,5.064380431175231,0.49382645914081896,friedman_mse,None,0.1,deviance,5.0,None,None,0.0,None,1.0,2.0,0.0,50.0,auto,None,1.0,0.0,False
56,"{'forest__criterion': 'gini', 'forest__max_depth': 3, 'forest__max_features': 'sqrt', 'forest__n_estimators': 150, 'forest__warm_start': True}",SOCIAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,3.0,sqrt,None,0.0,None,1.0,2.0,0.0,150.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.5756097560975609,0.07439584409445417,0.8856899349859138,0.01313817338258808,0.5457243349361909,0.07238681756784393,0.8700832945930836,0.014092061908958634,0.567187433163043,0.08663823899246394,0.8804732666563322,0.009663466009385013,0.5756097560975609,0.07439584409445417,0.8856899349859138,0.01313817338258808,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,3.1521684646606447,0.057903273783931675,0.5490728139877319,0.08684623099527805,,,,,,,,,,,,,,,,,,
57,"{'gradient__learning_rate': 0.01, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 75}",SOCIAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5170731707317073,0.10152207589396396,0.9756250042722006,0.006905052935596913,0.4940500827432399,0.0907494107864296,0.974489415597988,0.007124077079565823,0.5035441793978379,0.10339673554174654,0.9762215036714956,0.00665269714189564,0.5170731707317073,0.10152207589396396,0.9756250042722006,0.006905052935596913,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,3.1607293128967284,0.05714525551942797,0.5162065267562866,0.08652657765524495,friedman_mse,None,0.01,deviance,3.0,sqrt,None,0.0,None,1.0,2.0,0.0,75.0,auto,None,1.0,0.0,False
58,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 75, 'forest__warm_start': True}",MEDICAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,75.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.4328593996840441,0.07907884510797904,0.9892969787948752,0.007782984729403919,0.4258979038807327,0.08113443735022656,0.989231340731788,0.007934674145406431,0.4410604853332338,0.08978317165917267,0.9896446523804382,0.007097620093576651,0.4328593996840441,0.07907884510797904,0.9892969787948752,0.007782984729403919,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,12.82569441795349,0.10997674362096138,2.3918567180633543,0.15718081533443498,,,,,,,,,,,,,,,,,,
59,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 5}",MEDICAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.4328593996840441,0.06909081954352111,0.9889451787609632,0.008520712771271734,0.4279592256230499,0.07096733767105465,0.9889455268657901,0.008513274625318763,0.44646134371506696,0.08436195385800288,0.9891229335457076,0.008219352595856948,0.4328593996840441,0.06909081954352111,0.9889451787609632,0.008520712771271734,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,12.743661475181579,0.10237011009926412,2.372407650947571,0.15792503479570838,friedman_mse,None,0.1,deviance,3.0,sqrt,None,0.0,None,1.0,2.0,0.0,5.0,auto,None,1.0,0.0,False
60,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 50, 'forest__warm_start': True}",FINANCE,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,50.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.3786982248520711,0.09579612146635644,0.9770154127173442,0.008503722870612915,0.3708234320044271,0.09686027763130277,0.9768310745264616,0.0086509893549854,0.3915081384755941,0.10056835807111647,0.9785367356762942,0.007403671716495186,0.3786982248520711,0.09579612146635644,0.9770154127173442,0.008503722870612915,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,7.702197575569153,0.16940480999053398,1.3119795799255372,0.2359774066792781,,,,,,,,,,,,,,,,,,
61,"{'gradient__learning_rate': 0.001, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 75}",FINANCE,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.3786982248520711,0.0868832014401117,0.9868299422366896,0.010524827728073316,0.3643857096841008,0.09746933484897473,0.9867413381320168,0.010605029718369569,0.3830896227955051,0.1167252333924532,0.987680986225455,0.009730878596395369,0.3786982248520711,0.0868832014401117,0.9868299422366896,0.010524827728073316,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,7.999010443687439,0.1622372807471664,1.3045443534851069,0.2321463373451889,friedman_mse,None,0.001,deviance,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,75.0,auto,None,1.0,0.0,False
62,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 75, 'forest__warm_start': True}",TRAVEL & LOCAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,75.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.5209677419354839,0.07766030680210312,0.9894252121468956,0.003716926928984636,0.5168196633455925,0.07653540040525535,0.9894304807217212,0.0037259227198692,0.5422587524518231,0.08575377868853755,0.9896857500805242,0.003542629880867681,0.5209677419354839,0.07766030680210312,0.9894252121468956,0.003716926928984636,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,15.321770501136779,0.13285692200731694,2.673985385894776,0.15456238486389667,,,,,,,,,,,,,,,,,,
63,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': None, 'gradient__n_estimators': 5}",TRAVEL & LOCAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5177419354838709,0.07897428434699402,0.999820143884892,0.0005395683453237376,0.5132152879097207,0.07781961951112022,0.999820143884892,0.0005395683453237376,0.5440647094989953,0.08713805777882369,0.9998214016199628,0.0005357951401116612,0.5177419354838709,0.07897428434699402,0.999820143884892,0.0005395683453237376,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,15.207232570648193,0.12699715042289753,2.651956582069397,0.15512555292955552,friedman_mse,None,0.1,deviance,5.0,None,None,0.0,None,1.0,2.0,0.0,5.0,auto,None,1.0,0.0,False
64,"{'forest__criterion': 'gini', 'forest__max_depth': 3, 'forest__max_features': 'sqrt', 'forest__n_estimators': 75, 'forest__warm_start': False}",WORD,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,3.0,sqrt,None,0.0,None,1.0,2.0,0.0,75.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.5636363636363636,0.2018794325847976,0.8708250238552152,0.02433821949714028,0.510166601075692,0.1945783038130912,0.8494035009042336,0.03732936109314229,0.5061616161616161,0.1848241561997432,0.8826827950246363,0.049330919886227335,0.5636363636363636,0.2018794325847976,0.8708250238552152,0.02433821949714028,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,2.1820863485336304,0.07755270026763128,0.40100061893463135,0.09985243795436724,,,,,,,,,,,,,,,,,,
65,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 5}",WORD,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5272727272727272,0.2028193346289225,1.0,0.0,0.49388994843540296,0.2039187397394096,1.0,0.0,0.4920238095238095,0.21170382925145406,1.0,0.0,0.5272727272727272,0.2028193346289225,1.0,0.0,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,2.1143911361694334,0.07845883927909157,0.3851433277130127,0.10032881555553616,friedman_mse,None,0.1,deviance,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,5.0,auto,None,1.0,0.0,False
66,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 100, 'forest__warm_start': True}",CASINO,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,100.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.6138613861386139,0.14991373719902695,1.0,0.0,0.5966132327518466,0.16040043106422258,1.0,0.0,0.6366336633663366,0.18720927766073805,1.0,0.0,0.6138613861386139,0.14991373719902695,1.0,0.0,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,2.030835199356079,0.03334322978298935,0.3758519411087036,0.06708979674427681,,,,,,,,,,,,,,,,,,
67,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 5}",CASINO,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.6237623762376238,0.12172053043487362,0.9989010989010989,0.003296703296703285,0.6014158558713014,0.12499706985466409,0.9988937756061045,0.003318673181686882,0.6423620933521924,0.14962328114131462,0.9989307989307988,0.0032076032076031936,0.6237623762376238,0.12172053043487362,0.9989010989010989,0.003296703296703285,TextFeatureTransformer,text_transform,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,1.9370525598526,0.031113430463077605,0.3528684139251709,0.06663412938623464,friedman_mse,None,0.1,deviance,5,sqrt,None,0.0,None,1,2,0.0,5,auto,None,1.0,0,False
