Runs,best_params_,category,drop_text__accept_sparse,drop_text__func,drop_text__inv_kw_args,drop_text__inverse_func,drop_text__kw_args,drop_text__pass_y,drop_text__validate,encode__default,encode__df_out,encode__features_category,encode__input_df,encode__sparse,folds,forest__bootstrap,forest__class_weight,forest__criterion,forest__max_depth,forest__max_features,forest__max_leaf_nodes,forest__min_impurity_decrease,forest__min_impurity_split,forest__min_samples_leaf,forest__min_samples_split,forest__min_weight_fraction_leaf,forest__n_estimators,forest__n_jobs,forest__oob_score,forest__random_state,forest__verbose,forest__warm_start,param_grid,score_accuracy_test_mean,score_accuracy_test_std,score_accuracy_train_mean,score_accuracy_train_std,score_f1_weighted_test_mean,score_f1_weighted_test_std,score_f1_weighted_train_mean,score_f1_weighted_train_std,score_precision_weighted_test_mean,score_precision_weighted_test_std,score_precision_weighted_train_mean,score_precision_weighted_train_std,score_recall_weighted_test_mean,score_recall_weighted_test_std,score_recall_weighted_train_mean,score_recall_weighted_train_std,step_1_est,step_1_name,step_2_est,step_2_name,step_3_est,step_3_name,time_fit_mean,time_fit_std,time_score_mean,time_score_std,gradient__criterion,gradient__init,gradient__learning_rate,gradient__loss,gradient__max_depth,gradient__max_features,gradient__max_leaf_nodes,gradient__min_impurity_decrease,gradient__min_impurity_split,gradient__min_samples_leaf,gradient__min_samples_split,gradient__min_weight_fraction_leaf,gradient__n_estimators,gradient__presort,gradient__random_state,gradient__subsample,gradient__verbose,gradient__warm_start
46,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 75, 'forest__warm_start': True}",COMMUNICATION,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,75.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.36046511627906974,0.050374572740721,0.6997220965914231,0.0175260582293913,0.3490691294646071,0.05756958730985734,0.7014899262917428,0.01745733880382249,0.3755940911720832,0.057361277774726174,0.7205935598745044,0.0176192701009247,0.36046511627906974,0.050374572740721,0.6997220965914231,0.0175260582293913,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.15619163513183593,0.0025197471006788014,0.026523494720458986,0.0007173844307223926,,,,,,,,,,,,,,,,,,
47,"{'gradient__learning_rate': 0.01, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': None, 'gradient__n_estimators': 150}",COMMUNICATION,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.3455149501661129,0.0527928059881756,0.8409012315147283,0.007359415180931426,0.3356267391328278,0.06043298876153616,0.8415485768179976,0.0070961015714591106,0.3522854688594889,0.06241885416614425,0.8513301288763465,0.0071348935432595404,0.3455149501661129,0.0527928059881756,0.8409012315147283,0.007359415180931426,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,1.0805211067199707,0.017941559960827747,0.012851786613464356,0.0002699420395303359,friedman_mse,None,0.01,deviance,5.0,None,None,0.0,None,1.0,2.0,0.0,150.0,auto,None,1.0,0.0,False
48,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 100, 'forest__warm_start': False}",MUSIC & AUDIO,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,100.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.564870259481038,0.056539911080604875,0.6656298138247886,0.003948241077307567,0.5600725622397753,0.05365537076664372,0.6633904053534028,0.004417721381920152,0.5832193136317089,0.04968724731326439,0.6770955717156657,0.00468630145088903,0.564870259481038,0.056539911080604875,0.6656298138247886,0.003948241077307567,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.3044129848480225,0.0037193162642744923,0.037346696853637694,0.001175163498898758,,,,,,,,,,,,,,,,,,
49,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': None, 'gradient__n_estimators': 150}",MUSIC & AUDIO,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5635395874916833,0.06224620007249616,0.869515540129379,0.008821547277991584,0.5616024299209351,0.06254146920293202,0.8688977809204148,0.008818744772528687,0.5711946583194453,0.06670907930295722,0.8718528207243335,0.008895738589682444,0.5635395874916833,0.06224620007249616,0.869515540129379,0.008821547277991584,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.9792036771774292,0.007490031615877263,0.01548037528991699,0.0012112165059583605,friedman_mse,None,0.1,deviance,3.0,None,None,0.0,None,1.0,2.0,0.0,150.0,auto,None,1.0,0.0,False
50,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 10, 'forest__warm_start': False}",PHOTOGRAPHY,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,10.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.35569422776911075,0.04596925622911626,0.5839943111764728,0.020010118740814563,0.3080944579185345,0.060598446377557964,0.5580805284739385,0.024768068065305918,0.3357120483125988,0.08736927791353051,0.6455675353380029,0.015772998929509657,0.35569422776911075,0.04596925622911626,0.5839943111764728,0.020010118740814563,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.02509894371032715,0.00026477482316460707,0.01047980785369873,0.00030479950450590083,,,,,,,,,,,,,,,,,,
51,"{'gradient__learning_rate': 1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 100}",PHOTOGRAPHY,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.34009360374414976,0.08532330863251164,1.0,0.0,0.3303159434378664,0.07909738023984281,1.0,0.0,0.3344439810203276,0.08201653069676132,1.0,0.0,0.34009360374414976,0.08532330863251164,1.0,0.0,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.3539054870605469,0.0030152916781722022,0.010215473175048829,0.00010488942432738226,friedman_mse,None,1.0,deviance,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,100.0,auto,None,1.0,0.0,False
52,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 50, 'forest__warm_start': False}",MAPS & NAVIGATION,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,50.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.4874651810584958,0.05440380637139508,0.7347450161711205,0.018833064037783738,0.4819179071991842,0.0552268903268757,0.7377278495961008,0.018359524624840785,0.5433200634417465,0.04885873494394975,0.7676697724645853,0.014613552464300603,0.4874651810584958,0.05440380637139508,0.7347450161711205,0.018833064037783738,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.08458201885223389,0.0009979155441082886,0.019693922996521,0.0005311246148802858,,,,,,,,,,,,,,,,,,
53,"{'gradient__learning_rate': 1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': None, 'gradient__n_estimators': 50}",MAPS & NAVIGATION,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5069637883008357,0.08070596308339173,1.0,0.0,0.5016029713848263,0.08356299330397414,1.0,0.0,0.5308526740977995,0.09202137998070888,1.0,0.0,0.5069637883008357,0.08070596308339173,1.0,0.0,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.16825408935546876,0.002506922132758824,0.008768463134765625,0.0003390103815276844,friedman_mse,None,1.0,deviance,5.0,None,None,0.0,None,1.0,2.0,0.0,50.0,auto,None,1.0,0.0,False
54,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 50, 'forest__warm_start': False}",PRODUCTIVITY,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,50.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.3491253644314869,0.04462705268622052,0.5274570843295671,0.010579972357292956,0.3349810529681262,0.04760142170769496,0.5260647407091736,0.010588871562061465,0.3654199634982691,0.050009205518475854,0.5492361420637579,0.012506156776850906,0.3491253644314869,0.04462705268622052,0.5274570843295671,0.010579972357292956,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.15780272483825686,0.0021368690216486685,0.021979165077209473,0.0006805041890465842,,,,,,,,,,,,,,,,,,
55,"{'gradient__learning_rate': 0.01, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 50}",PRODUCTIVITY,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.3389212827988338,0.047034016760657764,0.5975854020198472,0.008485000139944706,0.3270443724980774,0.051689055660433816,0.5956743207920188,0.009063035072779457,0.3575788195458113,0.05214407479085762,0.6196800661837081,0.006704848539187401,0.3389212827988338,0.047034016760657764,0.5975854020198472,0.008485000139944706,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.3770959138870239,0.002117879985339737,0.01182405948638916,0.00033604638291716613,friedman_mse,None,0.01,deviance,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,50.0,auto,None,1.0,0.0,False
56,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 150, 'forest__warm_start': True}",SOCIAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,150.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.6097560975609756,0.056024908817058884,0.8238636687523291,0.00939317131336252,0.5666001734142606,0.06318774522417063,0.8146938177751665,0.0115769479761153,0.6046559430526431,0.08308514140806128,0.8481542899794284,0.01453945762699693,0.6097560975609756,0.056024908817058884,0.8238636687523291,0.00939317131336252,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.18562078475952148,0.0021087092314553487,0.041890597343444816,0.0014400967866478607,,,,,,,,,,,,,,,,,,
57,"{'gradient__learning_rate': 1, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': None, 'gradient__n_estimators': 75}",SOCIAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5658536585365853,0.09377878543958967,1.0,0.0,0.5541298546476016,0.09445982435436193,1.0,0.0,0.5812710054173469,0.10303166354752193,1.0,0.0,0.5658536585365853,0.09377878543958967,1.0,0.0,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.13833062648773192,0.0013290564260263387,0.00851151943206787,0.0001338471137249156,friedman_mse,None,1.0,deviance,5.0,None,None,0.0,None,1.0,2.0,0.0,75.0,auto,None,1.0,0.0,False
58,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 5, 'forest__warm_start': False}",MEDICAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,5.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.37598736176935227,0.04586483436567704,0.5183637984170486,0.023349678513601417,0.346912320882838,0.06086287906420445,0.5088825141713124,0.027509618555344208,0.3669319032868945,0.05790304786382685,0.5444517749653339,0.021845757387194523,0.37598736176935227,0.04586483436567704,0.5183637984170486,0.023349678513601417,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.012864828109741213,0.0002026327905503959,0.00938262939453125,0.0001816628544698446,,,,,,,,,,,,,,,,,,
59,"{'gradient__learning_rate': 1, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': None, 'gradient__n_estimators': 75}",MEDICAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.4060031595576619,0.05445450566033288,1.0,0.0,0.4007620738817815,0.055374987939203466,1.0,0.0,0.40768539197485576,0.056363626450358514,1.0,0.0,0.4060031595576619,0.05445450566033288,1.0,0.0,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.2912871360778809,0.001259668283915989,0.00949223041534424,0.0001191406075987708,friedman_mse,None,1.0,deviance,3.0,None,None,0.0,None,1.0,2.0,0.0,75.0,auto,None,1.0,0.0,False
60,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': 'sqrt', 'forest__n_estimators': 10, 'forest__warm_start': True}",FINANCE,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,sqrt,None,0.0,None,1.0,2.0,0.0,10.0,1.0,False,None,0.0,True,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.4349112426035503,0.06469646512985845,0.6761893147682541,0.013911817390167664,0.4077423395121271,0.07061965070767665,0.6729924288603673,0.014945560670887063,0.4235765650920587,0.07927610369351762,0.6982287230936447,0.015571739963793747,0.4349112426035503,0.06469646512985845,0.6761893147682541,0.013911817390167664,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.015805768966674804,0.0003147529590524941,0.010233736038208008,0.00021148567118547945,,,,,,,,,,,,,,,,,,
61,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 10}",FINANCE,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.4319526627218935,0.05899709793656744,0.6482045832135899,0.019841694291951564,0.4049873580874119,0.06144565477998051,0.6461659473556667,0.021438208453323143,0.4421132663214111,0.06189107689664077,0.6885266396333046,0.02458864086928594,0.4319526627218935,0.05899709793656744,0.6482045832135899,0.019841694291951564,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.028339314460754394,0.0005886622028151402,0.008069968223571778,0.00030879669253477764,friedman_mse,None,0.1,deviance,3.0,sqrt,None,0.0,None,1.0,2.0,0.0,10.0,auto,None,1.0,0.0,False
62,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 50, 'forest__warm_start': False}",TRAVEL & LOCAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,50.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.4516129032258064,0.06498011660909844,0.6218634832724363,0.018377943250512518,0.4242579598689524,0.07489713530369768,0.6171571123142482,0.019351549750655242,0.4995227651957097,0.1114513020845413,0.7223415201698901,0.022525568279519785,0.4516129032258064,0.06498011660909844,0.6218634832724363,0.018377943250512518,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.09977836608886716,0.0016357635785886398,0.019960451126098632,0.0004903624394265363,,,,,,,,,,,,,,,,,,
63,"{'gradient__learning_rate': 1, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': None, 'gradient__n_estimators': 50}",TRAVEL & LOCAL,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.4645161290322581,0.06442592544984756,0.9983870910184406,0.0005376459201635222,0.4617626387859476,0.06393098701782153,0.9983872393078976,0.0005375973612727847,0.4707278316244161,0.06800366252757911,0.9983976884779988,0.0005341153969622516,0.4645161290322581,0.06442592544984756,0.9983870910184406,0.0005376459201635222,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.1955998420715332,0.0010686462691596504,0.009054470062255859,0.00023351370463616303,friedman_mse,None,1.0,deviance,3.0,None,None,0.0,None,1.0,2.0,0.0,50.0,auto,None,1.0,0.0,False
64,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 100, 'forest__warm_start': False}",WORD,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,100.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.5363636363636364,0.13758362026642634,0.9577224607743752,0.017624537551550124,0.5033949888495343,0.13303123530889846,0.957295707999368,0.017594323760024132,0.5063203463203463,0.13874080343331668,0.9590230065522058,0.017260524821967358,0.5363636363636364,0.13758362026642634,0.9577224607743752,0.017624537551550124,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.13198349475860596,0.0017656265403030711,0.0303391695022583,0.0006862430423682454,,,,,,,,,,,,,,,,,,
65,"{'gradient__learning_rate': 0.001, 'gradient__loss': 'deviance', 'gradient__max_depth': 5, 'gradient__max_features': None, 'gradient__n_estimators': 150}",WORD,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.5272727272727272,0.07577289222457229,0.9344625722828964,0.02873515634335608,0.4883183483183482,0.08317664924180487,0.9316411495698584,0.03079994246219972,0.5108658008658008,0.10164867068453366,0.9397652878308852,0.024985139810842587,0.5272727272727272,0.07577289222457229,0.9344625722828964,0.02873515634335608,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.5995147705078125,0.0247237362614177,0.009553813934326172,0.00019390520743937549,friedman_mse,None,0.001,deviance,5.0,None,None,0.0,None,1.0,2.0,0.0,150.0,auto,None,1.0,0.0,False
66,"{'forest__criterion': 'gini', 'forest__max_depth': 5, 'forest__max_features': None, 'forest__n_estimators': 100, 'forest__warm_start': False}",CASINO,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,True,None,gini,5.0,None,None,0.0,None,1.0,2.0,0.0,100.0,1.0,False,None,0.0,False,"{'forest__criterion': ['gini'], 'forest__warm_start': [True, False], 'forest__n_estimators': [5, 10, 50, 75, 100, 150], 'forest__max_depth': [3, 5], 'forest__max_features': ['sqrt', None]}",0.6336633663366337,0.1189003987360466,0.9340122625027364,0.01765349751809961,0.6182889717543183,0.12723094750455788,0.9334704393432032,0.018081812140231364,0.6713107024988212,0.15268595992271208,0.9368419673901028,0.016116126421429476,0.6336633663366337,0.1189003987360466,0.9340122625027364,0.01765349751809961,FunctionTransformer,drop_text,DataFrameMapper,encode,RandomForestClassifier,forest,0.12375538349151613,0.01717147305976819,0.028237533569335938,0.0047187194474781645,,,,,,,,,,,,,,,,,,
67,"{'gradient__learning_rate': 0.1, 'gradient__loss': 'deviance', 'gradient__max_depth': 3, 'gradient__max_features': 'sqrt', 'gradient__n_estimators': 75}",CASINO,False,<function drop_text at 0x7f18b2dafe18>,None,None,None,deprecated,False,None,False,"['FunctionTransformer', 'LabelEncoder']",False,False,10,,,,,,,,,,,,,,,,,,"{'gradient__loss': ['deviance'], 'gradient__learning_rate': [0.001, 0.01, 0.1, 1, 10], 'gradient__n_estimators': [5, 10, 50, 75, 100, 150], 'gradient__max_depth': [3, 5], 'gradient__max_features': ['sqrt', None]}",0.6435643564356436,0.13949294771388826,1.0,0.0,0.6301858757304302,0.14342814947689306,1.0,0.0,0.676096181046676,0.16415377322999813,1.0,0.0,0.6435643564356436,0.13949294771388826,1.0,0.0,FunctionTransformer,drop_text,DataFrameMapper,encode,GradientBoostingClassifier,gradient,0.14482040405273439,0.0015945806767030319,0.00830388069152832,0.00015946685078059006,friedman_mse,None,0.1,deviance,3,sqrt,None,0.0,None,1,2,0.0,75,auto,None,1.0,0,False
